onet_soc_code,soc_code,occupation_title,occupation_description,a_median,tot_emp,median_wage_percentile,employment_percentile,labor_market_opportunity_score,interest_realistic,interest_investigative,interest_artistic,interest_social,interest_enterprising,interest_conventional,job_zone,education_expected_category,education_bachelors_or_higher_pct,essential_skill_active_learning_im,essential_skill_active_listening_im,essential_skill_critical_thinking_im,essential_skill_mathematics_im,essential_skill_reading_comprehension_im,essential_skill_science_im,essential_skill_speaking_im,essential_skill_writing_im,transferable_skill_complex_problem_solving_im,transferable_skill_coordination_im,transferable_skill_instructing_im,transferable_skill_judgment_and_decision_making_im,transferable_skill_management_of_financial_resources_im,transferable_skill_management_of_material_resources_im,transferable_skill_management_of_personnel_resources_im,transferable_skill_negotiation_im,transferable_skill_operation_and_control_im,transferable_skill_operations_analysis_im,transferable_skill_operations_monitoring_im,transferable_skill_persuasion_im,transferable_skill_programming_im,transferable_skill_quality_control_analysis_im,transferable_skill_repairing_im,transferable_skill_service_orientation_im,transferable_skill_social_perceptiveness_im,transferable_skill_systems_analysis_im,transferable_skill_systems_evaluation_im,transferable_skill_technology_design_im,transferable_skill_time_management_im,transferable_skill_troubleshooting_im
29-2012.01,29-2012,Histology Technicians,Prepare histological slides from tissue sections for microscopic examination and diagnosis by pathologists. May assist with research studies.,,,,,,6.29,5.37,1.26,2.12,1.0,5.03,3.0,4.68,12.0,2.88,3.5,3.5,2.0,3.38,3.12,3.12,3.0,3.25,3.0,2.25,3.12,1.62,2.12,2.25,1.88,2.75,1.38,2.88,2.0,1.62,2.62,1.25,2.25,2.88,2.12,2.12,1.62,3.0,2.38
29-2031.00,29-2031,Cardiovascular Technologists and Technicians,"Conduct tests on pulmonary or cardiovascular systems of patients for diagnostic, therapeutic, or research purposes. May conduct or assist in electrocardiograms, cardiac catheterizations, pulmonary functions, lung capacity, and similar tests.",74310.0,62960.0,0.5805439330543933,0.5379812695109261,0.5592626012826597,5.61,5.31,1.0,4.25,1.3,4.7,3.0,4.5875,6.58,3.12,3.88,3.75,2.62,3.62,3.0,3.75,3.12,3.12,3.0,3.0,3.25,1.75,1.88,2.5,2.62,3.12,1.62,3.75,2.75,1.62,2.75,2.25,3.25,3.62,2.38,2.25,1.75,3.0,2.5
29-2032.00,29-2032,Diagnostic Medical Sonographers,Produce ultrasonic recordings of internal organs for use by physicians. Includes vascular technologists.,96590.0,90160.0,0.7531380753138075,0.6087408949011447,0.6809394851074762,5.87,4.75,1.32,4.1,1.51,5.05,3.0,5.616499999999999,33.53,3.38,3.88,3.5,2.12,3.75,3.25,3.75,3.25,3.12,3.25,3.0,3.12,1.75,1.88,2.75,2.5,3.12,2.0,3.12,3.0,1.25,2.75,2.12,3.12,3.75,2.38,2.12,2.0,3.38,2.25
29-2033.00,29-2033,Nuclear Medicine Technologists,"Prepare, administer, and measure radioactive isotopes in therapeutic, diagnostic, and tracer studies using a variety of radioisotope equipment. Prepare stock solutions of radioactive materials and calculate doses to be administered by radiologists. Subject patients to radiation. Execute blood volume, red cell survival, and fat absorption studies following standard laboratory techniques.",101370.0,17080.0,0.7939330543933054,0.2622268470343392,0.5280799507138223,5.99,5.57,1.0,3.08,1.31,5.2,3.0,5.430756924307569,31.33,3.12,3.75,3.88,3.12,3.5,3.25,3.75,3.5,3.12,3.25,2.88,3.25,1.75,2.0,2.62,2.38,3.0,1.75,3.12,2.75,1.62,2.88,2.12,3.25,3.38,2.38,2.38,1.75,3.0,2.38
29-2034.00,29-2034,Radiologic Technologists and Technicians,Take x-rays and CAT scans or administer nonradioactive materials into patient's bloodstream for diagnostic or research purposes. Includes radiologic technologists and technicians who specialize in other scanning modalities.,80110.0,230490.0,0.6621338912133892,0.7929240374609782,0.7275289643371836,5.9,4.88,1.0,3.41,1.0,5.08,3.0,4.775900000000001,10.63,2.88,3.75,3.25,2.0,3.5,2.12,3.5,3.0,2.62,3.12,2.75,3.0,1.38,1.62,2.62,2.38,3.25,1.38,3.12,2.25,1.75,3.0,1.75,3.5,3.62,2.5,2.38,1.62,3.0,2.62
29-2035.00,29-2035,Magnetic Resonance Imaging Technologists,"Operate Magnetic Resonance Imaging (MRI) scanners. Monitor patient safety and comfort, and view images of area being scanned to ensure quality of pictures. May administer gadolinium contrast dosage intravenously. May interview patient, explain MRI procedures, and position patient on examining table. May enter into the computer data such as patient history, anatomical area to be scanned, orientation specified, and position of entry.",95480.0,43390.0,0.75,0.4672216441207076,0.6086108220603538,5.46,4.79,1.0,3.51,1.27,4.93,3.0,4.739226077392262,13.05,3.12,3.75,3.38,2.62,3.88,2.75,3.62,3.12,3.12,3.0,3.0,3.0,1.5,2.12,2.12,2.62,3.25,1.25,3.62,2.88,1.75,2.62,1.75,3.12,3.12,3.0,2.88,1.5,3.0,2.62
29-2036.00,29-2036,Medical Dosimetrists,"Generate radiation treatment plans, develop radiation dose calculations, communicate and supervise the treatment plan implementation, and consult with members of radiation oncology team.",147470.0,3410.0,0.944560669456067,0.0530697190426638,0.4988151942493654,4.57,5.3,1.32,3.57,2.21,5.0,4.0,6.7,95.0,3.38,4.0,4.12,3.5,4.0,3.38,3.88,3.75,3.62,3.12,3.0,3.62,1.75,1.88,3.0,2.5,1.88,2.12,2.62,2.88,2.0,2.5,1.0,3.25,3.38,3.12,3.0,1.88,3.5,2.0
29-2042.00,29-2042,Emergency Medical Technicians,Assess injuries and illnesses and administer basic emergency medical care. May transport injured or sick persons to medical facilities.,44470.0,180510.0,0.1610878661087866,0.7585848074921956,0.4598363368004911,5.46,4.57,1.0,5.56,1.56,3.76,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-2043.00,29-2043,Paramedics,"Administer basic or advanced emergency medical care and assess injuries and illnesses. May administer medication intravenously, use equipment such as EKGs, or administer advanced life support to sick or injured individuals.",60600.0,100610.0,0.434623430962343,0.6305931321540063,0.5326082815581746,5.2,5.03,1.0,5.49,1.91,3.42,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-2051.00,29-2051,Dietetic Technicians,"Assist in the provision of food service and nutritional programs, under the supervision of a dietitian. May plan and produce meals based on established guidelines, teach principles of food and nutrition, or counsel individuals.",37640.0,31560.0,0.0648535564853556,0.3964620187304891,0.2306577876079223,3.81,3.45,2.54,5.05,2.57,3.82,3.0,3.7699,6.71,3.12,3.25,3.12,2.88,3.12,2.0,3.38,3.12,3.12,3.0,3.12,3.12,2.12,2.12,2.75,2.88,2.12,2.25,2.75,2.88,1.5,2.88,1.0,3.12,3.12,2.75,2.75,1.75,3.0,2.0
29-2052.00,29-2052,Pharmacy Technicians,"Prepare medications under the direction of a pharmacist. May measure, mix, count out, label, and record amounts and dosages of medications according to prescription orders.",45750.0,471680.0,0.1830543933054393,0.9021852237252862,0.5426198085153627,4.21,2.99,1.0,3.32,2.52,7.0,3.0,2.9808,3.84,3.12,4.0,3.25,3.0,3.75,1.88,3.75,3.0,3.12,3.0,2.25,3.12,1.75,2.12,2.5,2.0,2.12,1.75,2.25,2.5,1.5,2.12,1.0,3.12,3.12,2.38,2.12,1.75,3.0,1.75
29-2053.00,29-2053,Psychiatric Technicians,"Care for individuals with mental or emotional conditions or disabilities, following the instructions of physicians or other health practitioners. Monitor patients' physical and emotional well-being and report to medical staff. May participate in rehabilitation and treatment programs, help with personal hygiene, and administer oral or injectable medications.",45130.0,156960.0,0.1715481171548117,0.7304890738813735,0.4510185955180926,3.29,4.57,2.12,6.93,1.46,3.46,3.0,4.267,31.91,3.12,4.0,3.62,2.0,3.75,2.0,3.88,3.25,3.0,3.88,3.25,3.0,1.38,1.5,2.75,3.0,1.62,1.88,2.0,3.12,1.5,2.0,1.0,3.62,4.12,2.75,2.62,1.88,3.0,2.0
29-2055.00,29-2055,Surgical Technologists,"Assist in operations, under the supervision of surgeons, registered nurses, or other surgical personnel. May help set up operating room, prepare and transport patients for surgery, adjust lights and equipment, pass instruments and other supplies to surgeons and surgeons' assistants, hold retractors, cut sutures, and help count sponges, needles, supplies, and instruments.",64650.0,117460.0,0.4947698744769874,0.6659729448491155,0.5803714096630515,6.26,3.22,1.0,3.82,1.61,4.85,3.0,3.9938,0.0,3.0,3.38,3.12,2.62,3.0,2.25,3.12,2.88,3.0,3.12,3.0,3.0,2.0,3.0,2.88,2.62,3.0,2.0,3.25,2.62,1.12,2.88,2.5,3.0,3.0,2.5,2.88,1.88,3.12,2.75
29-2056.00,29-2056,Veterinary Technologists and Technicians,"Perform medical tests in a laboratory environment for use in the treatment and diagnosis of diseases in animals. Prepare vaccines and serums for prevention of diseases. Prepare tissue samples, take blood samples, and execute laboratory tests, such as urinalysis and blood counts. Clean and sterilize instruments and materials and maintain equipment and machines. May assist a veterinarian during surgery.",47380.0,129140.0,0.2248953974895397,0.676378772112383,0.4506370848009613,6.71,5.26,1.0,3.02,1.0,4.56,3.0,3.7772,10.4,3.12,3.75,3.75,2.75,3.62,2.88,3.62,3.25,3.25,3.12,2.88,3.12,1.88,2.38,2.75,2.62,2.62,2.0,2.88,2.88,1.75,2.38,2.12,3.12,3.12,2.75,2.62,1.88,3.0,2.5
29-2057.00,29-2057,Ophthalmic Medical Technicians,"Assist ophthalmologists by performing ophthalmic clinical functions. May administer eye exams, administer eye medications, and instruct the patient in care and use of corrective lenses.",45570.0,71010.0,0.1778242677824267,0.5671175858480749,0.3724709268152508,5.33,4.81,1.0,4.64,1.75,4.41,3.0,2.6364,0.0,3.0,3.62,3.0,2.5,3.12,2.0,3.25,3.12,2.62,3.0,2.62,2.88,1.12,1.38,2.0,1.88,2.0,1.38,2.12,2.25,1.5,2.25,1.88,3.12,3.12,2.12,2.12,1.0,2.62,2.12
29-2061.00,29-2061,Licensed Practical and Licensed Vocational Nurses,"Care for ill, injured, or convalescing patients or persons with disabilities in hospitals, nursing homes, clinics, private homes, group homes, and similar institutions. May work under the supervision of a registered nurse. Licensing required.",64400.0,648410.0,0.4916317991631799,0.9292403746097816,0.7104360868864807,4.58,3.67,1.05,5.5,2.13,4.58,3.0,4.0331,11.09,3.38,3.88,3.75,2.88,3.75,2.62,3.88,3.25,3.25,4.0,3.12,3.62,1.62,1.88,2.88,2.88,2.62,1.75,2.62,2.88,1.25,2.0,1.0,4.12,4.0,3.0,2.88,1.75,3.62,1.75
29-2072.00,29-2072,Medical Records Specialists,"Compile, process, and maintain medical records of hospital and clinic patients in a manner consistent with medical, administrative, ethical, legal, and regulatory requirements of the healthcare system. Classify medical and healthcare concepts, including diagnosis, procedures, medical services, and equipment, into the healthcare industry's numerical coding system. Includes medical coders.",51140.0,194720.0,0.3211297071129707,0.7700312174817898,0.5455804622973803,2.86,4.33,1.0,3.41,1.88,6.95,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-2081.00,29-2081,"Opticians, Dispensing","Design, measure, fit, and adapt lenses and frames for client according to written optical prescription or specification. Assist client with inserting, removing, and caring for contact lenses. Assist client with selecting frames. Measure customer for size of eyeglasses and coordinate frames with facial and eye measurements and optical prescription. Prepare work order for optical laboratory containing instructions for grinding and mounting lenses in frames. Verify exactness of finished lens spectacles. Adjust frame and lens position to fit client. May shape or reshape frames. Includes contact lens opticians.",47260.0,73530.0,0.2217573221757322,0.5712799167533819,0.396518619464557,4.35,2.28,1.41,3.05,3.33,5.43,3.0,3.0834,0.0,3.0,3.88,3.5,2.88,3.75,1.75,4.0,3.25,3.0,3.25,2.88,3.0,1.88,2.0,2.75,2.75,2.38,2.12,2.5,3.25,1.5,2.62,1.88,3.5,3.25,2.12,2.5,1.88,3.0,2.0
29-2091.00,29-2091,Orthotists and Prosthetists,"Design, measure, fit, and adapt orthopedic braces, appliances or prostheses, such as limbs or facial parts for patients with disabling conditions.",81110.0,9390.0,0.6799163179916318,0.1436004162330905,0.4117583671123611,6.0,5.1,1.99,4.3,1.56,3.58,5.0,7.85,100.0,3.75,4.0,4.0,3.0,4.0,2.88,4.0,4.0,3.75,3.25,3.12,3.25,1.75,2.0,2.5,2.75,2.25,3.12,3.0,3.0,1.38,3.0,2.0,3.75,3.75,2.88,2.88,2.88,3.12,2.12
29-2092.00,29-2092,Hearing Aid Specialists,"Select and fit hearing aids for customers. Administer and interpret tests of hearing. Assess hearing instrument efficacy. Take ear impressions and prepare, design, and modify ear molds.",65160.0,11270.0,0.5031380753138075,0.1685744016649323,0.3358562384893699,3.87,4.38,1.73,4.55,1.73,4.4,3.0,6.99090090990901,56.75,3.12,3.88,3.12,2.12,3.25,1.75,3.38,3.12,3.12,3.0,3.5,3.12,1.62,2.0,2.0,2.75,1.62,1.62,2.62,3.12,1.5,2.88,2.25,3.62,3.25,2.88,2.88,1.75,3.0,2.62
29-2099.00,29-2099,"Health Technologists and Technicians, All Other",All health technologists and technicians not listed separately.,50290.0,182610.0,0.2996861924686193,0.7611862643080125,0.530436228388316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-2099.01,29-2099,Neurodiagnostic Technologists,"Conduct electroneurodiagnostic (END) tests such as electroencephalograms, evoked potentials, polysomnograms, or electronystagmograms. May perform nerve conduction studies.",50290.0,182610.0,0.2996861924686193,0.7611862643080125,0.530436228388316,5.32,5.81,1.41,3.71,1.42,4.47,3.0,4.4517,16.13,3.12,4.0,3.75,2.25,3.75,2.5,3.88,3.38,3.12,3.0,3.12,3.12,1.75,1.88,2.38,2.12,2.88,1.12,3.12,2.0,1.62,3.0,2.5,3.12,3.25,3.0,3.0,1.5,3.0,2.88
29-2099.05,29-2099,Ophthalmic Medical Technologists,"Assist ophthalmologists by performing ophthalmic clinical functions and ophthalmic photography. Provide instruction and supervision to other ophthalmic personnel. Assist with minor surgical procedures, applying aseptic techniques and preparing instruments. May perform eye exams, administer eye medications, and instruct patients in care and use of corrective lenses.",50290.0,182610.0,0.2996861924686193,0.7611862643080125,0.530436228388316,5.41,4.71,1.12,4.32,2.02,4.73,3.0,3.85,25.0,3.0,3.88,3.25,2.62,3.12,2.25,3.88,3.12,3.0,3.12,3.12,3.0,1.5,1.38,2.88,2.38,2.0,1.12,2.62,2.75,1.62,2.0,1.38,3.38,3.62,2.38,2.12,1.38,3.0,2.0
29-2099.08,29-2099,Patient Representatives,"Assist patients in obtaining services, understanding policies and making health care decisions.",50290.0,182610.0,0.2996861924686193,0.7611862643080125,0.530436228388316,1.27,4.06,1.59,6.62,3.12,3.83,3.0,4.687868786878688,38.47,3.25,4.12,3.62,2.0,3.88,1.88,3.88,3.25,3.25,3.88,2.88,3.25,2.12,2.0,2.75,3.0,1.0,1.25,1.88,3.62,1.75,1.12,1.0,4.0,4.0,2.88,2.75,1.75,3.38,1.0
29-9021.00,29-9021,Health Information Technologists and Medical Registrars,"Apply knowledge of healthcare and information systems to assist in the design, development, and continued modification and analysis of computerized healthcare systems. Abstract, collect, and analyze treatment and followup information of patients. May educate staff and assist in problem solving to promote the implementation of the healthcare information system. May design, develop, test, and implement databases with complete history, diagnosis, treatment, and health status to help monitor diseases.",68020.0,38100.0,0.5282426778242678,0.4443288241415192,0.4862857509828935,2.58,5.17,1.18,3.83,2.2,5.95,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-9091.00,29-9091,Athletic Trainers,"Evaluate and treat musculoskeletal injuries or illnesses. Provide preventive, therapeutic, emergency, and rehabilitative care.",62520.0,30500.0,0.4644351464435146,0.3870967741935484,0.4257659603185315,5.63,4.4,1.15,5.75,2.24,3.22,5.0,6.7554,91.72,3.75,4.0,3.88,2.12,3.75,2.38,3.88,3.5,3.25,3.12,3.62,3.88,1.88,1.88,2.88,2.75,2.0,2.12,2.75,3.0,1.25,2.75,1.0,3.62,3.75,2.88,2.88,1.88,3.25,2.0
29-9092.00,29-9092,Genetic Counselors,"Assess individual or family risk for a variety of inherited conditions, such as genetic disorders and birth defects. Provide information to other healthcare providers or to individuals and families concerned with the risk of inherited conditions. Advise individuals and families to support informed decisionmaking and coping methods for those at risk. May help conduct research related to genetic conditions or genetic counseling.",100040.0,3740.0,0.7824267782426778,0.0634755463059313,0.4229511622743045,1.66,5.86,2.34,5.45,2.73,3.89,5.0,8.0,100.0,3.88,4.0,3.88,2.75,4.12,3.25,3.88,3.88,4.0,3.0,3.12,3.25,1.25,1.12,2.88,3.0,1.0,1.25,1.88,3.0,1.38,1.12,1.0,3.12,3.88,3.12,3.0,1.5,3.12,1.0
29-9093.00,29-9093,Surgical Assistants,"Assist in operations, under the supervision of surgeons. May, in accordance with state laws, help surgeons to make incisions and close surgical sites, manipulate or remove tissues, implant surgical devices or drains, suction the surgical site, place catheters, clamp or cauterize vessels or tissue, and apply dressings to surgical site.",66800.0,22270.0,0.5188284518828452,0.3204994797086368,0.419663965795741,5.7,3.45,1.0,3.84,1.78,4.4,3.0,5.123575284943012,35.9,3.0,4.0,3.62,2.5,3.62,2.62,3.75,3.12,3.25,3.38,2.62,3.12,1.88,2.12,2.38,2.75,2.88,1.5,3.25,2.75,1.5,2.75,1.0,3.38,3.12,2.75,2.62,1.62,2.88,2.12
29-9099.00,29-9099,"Healthcare Practitioners and Technical Workers, All Other",All healthcare practitioners and technical workers not listed separately.,65790.0,35010.0,0.5088912133891214,0.4235171696149843,0.4662041915020528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-9099.01,29-9099,Midwives,Provide prenatal care and childbirth assistance.,65790.0,35010.0,0.5088912133891214,0.4235171696149843,0.4662041915020528,3.98,3.54,1.91,6.04,2.7,3.26,5.0,5.6213,58.42,3.38,3.75,4.0,2.25,3.62,2.88,3.75,3.12,3.38,3.62,3.25,3.75,1.62,1.88,2.75,2.62,1.5,1.38,2.25,3.0,1.62,1.88,1.0,3.75,4.12,3.0,3.0,1.62,3.0,1.75
31-1121.00,31-1121,Home Health Aides,"Monitor the health status of an individual with disabilities or illness, and address their health-related needs, such as changing bandages, dressing wounds, or administering medication. Work is performed under the direction of offsite or intermittent onsite licensed nursing staff. Provide assistance with routine healthcare tasks or activities of daily living, such as feeding, bathing, toileting, or ambulation. May also help with tasks such as preparing meals, doing light housekeeping, and doing laundry depending on the patient's abilities.",,,,,,4.23,3.18,1.48,6.33,1.77,3.51,2.0,2.6084608460846086,0.0,3.0,3.75,3.38,2.25,3.25,1.62,3.12,3.12,3.0,3.0,3.12,3.0,2.0,2.0,2.25,2.88,1.38,1.12,2.12,3.12,1.0,2.0,1.0,3.62,3.5,2.0,2.0,1.25,3.12,1.75
31-1122.00,31-1122,Personal Care Aides,"Provide personalized assistance to individuals with disabilities or illness who require help with personal care and activities of daily living support (e.g., feeding, bathing, dressing, grooming, toileting, and ambulation). May also provide help with tasks such as preparing meals, doing light housekeeping, and doing laundry. Work is performed in various settings depending on the needs of the care recipient and may include locations such as their home, place of work, out in the community, or at a daytime nonresidential facility.",,,,,,3.51,1.8,1.79,6.19,2.55,3.92,2.0,2.6813,0.0,2.88,3.38,3.25,2.0,2.88,1.75,3.0,2.88,2.88,3.12,3.0,2.88,1.38,1.75,2.25,2.38,2.0,1.12,2.38,2.38,1.12,2.0,1.0,4.0,3.88,2.12,2.25,1.25,3.0,1.88
31-1131.00,31-1131,Nursing Assistants,"Provide or assist with basic care or support under the direction of onsite licensed nursing staff. Perform duties such as monitoring of health status, feeding, bathing, dressing, grooming, toileting, or ambulation of patients in a health or nursing facility. May include medication administration and other health-related tasks. Includes nursing care attendants, nursing aides, and nursing attendants.",42260.0,1448910.0,0.1297071129707113,0.9771071800208116,0.5534071464957615,4.58,2.72,1.0,5.7,1.77,4.24,3.0,3.464353564643535,12.65,2.88,3.62,3.12,2.12,3.12,1.75,3.12,2.75,2.62,3.12,2.5,2.88,1.38,1.62,2.0,1.88,1.62,1.12,2.25,2.0,1.0,2.25,1.0,4.0,3.62,2.0,2.12,1.5,2.88,1.88
31-1132.00,31-1132,Orderlies,"Transport patients to areas such as operating rooms or x-ray rooms using wheelchairs, stretchers, or moveable beds. May maintain stocks of supplies or clean and transport equipment. Psychiatric orderlies are included in Psychiatric Aides.",38290.0,52440.0,0.0805439330543933,0.5005202913631633,0.2905321122087783,5.42,2.05,1.0,4.17,1.19,4.84,2.0,1.9758,0.0,2.12,3.12,2.75,1.75,2.5,1.25,3.0,2.62,2.25,2.88,2.12,2.62,1.0,1.25,1.88,2.38,1.88,1.12,2.0,2.25,1.0,1.88,1.0,3.38,3.38,1.88,1.75,1.12,2.5,2.0
31-1133.00,31-1133,Psychiatric Aides,"Assist mentally impaired or emotionally disturbed patients, working under direction of nursing and medical staff. May assist with daily living activities, lead patients in educational and recreational activities, or accompany patients to and from examinations and treatments. May restrain violent patients. Includes psychiatric orderlies.",44910.0,35520.0,0.1694560669456067,0.4266389177939646,0.2980474923697856,3.44,4.04,1.83,6.81,1.68,3.74,2.0,3.5289000000000006,4.08,3.25,3.75,3.38,2.12,3.12,1.75,3.88,3.12,3.12,3.25,3.12,3.12,1.88,1.88,2.25,3.0,2.0,1.25,2.0,3.0,1.12,2.0,1.0,3.88,3.88,2.0,2.38,1.62,2.88,2.0
31-2011.00,31-2011,Occupational Therapy Assistants,"Assist occupational therapists in providing occupational therapy treatments and procedures. May, in accordance with state laws, assist in development of treatment plans, carry out routine functions, direct activity programs, and document the progress of treatments. Generally requires formal training.",72300.0,51290.0,0.5617154811715481,0.4932362122788761,0.5274758467252121,3.53,3.48,2.06,6.1,1.14,4.21,3.0,4.9857000000000005,3.1900000000000004,3.25,3.88,3.38,2.12,3.62,1.88,3.88,3.25,3.0,3.12,3.25,3.12,1.75,2.0,2.62,2.88,1.88,1.62,2.38,2.88,1.38,1.88,1.25,3.88,3.88,3.0,2.88,1.75,3.5,2.0
31-2012.00,31-2012,Occupational Therapy Aides,"Under close supervision of an occupational therapist or occupational therapy assistant, perform only delegated, selected, or routine tasks in specific situations. These duties include preparing patient and treatment room.",39160.0,4310.0,0.0910041841004184,0.068678459937565,0.0798413220189917,3.91,2.55,1.69,6.0,1.82,3.72,3.0,3.5696000000000003,1.8,3.0,3.5,3.25,2.0,3.12,1.62,3.62,3.12,3.12,3.38,3.0,3.0,1.5,1.75,2.12,2.5,1.88,1.88,2.38,2.88,1.12,2.12,1.5,3.75,3.62,2.12,2.12,1.5,3.0,1.88
